Ethnicity,Gender,Age,Admitted,Admit_Type,Application_Term,HS_GPA,Old_SAT,New_SAT,ACT,Enrolled,Scholarship_App,FinAid_Applicant,High_School_Percentile,FirstGen_Ind
Black,Male,19.0,Yes,FR,Fall 2021,3.0577,,850.0,,Yes,N,Y,62.0,Yes
Black,Female,19.0,No,FR,Fall 2021,3.25,,,,No,N,N,68.0,No
Unknown,Female,19.0,Yes,FR,Fall 2021,2.8,,850.0,,No,N,Y,26.0,No
Black,Male,19.0,No,FR,Fall 2021,,,,,No,N,Y,,No
Black,Male,18.0,Yes,FR,Fall 2021,2.74,,,,No,N,Y,54.0,No
Hispanic,Female,19.0,No,FR,Fall 2021,2.66,,,,No,N,Y,48.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,3.05,,,,No,N,Y,55.0,No
Hispanic,Female,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
Black,Female,18.0,Yes,FR,Fall 2021,3.0,,,,No,N,N,70.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.315,,,,No,N,N,71.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.083,,,,No,N,Y,48.0,No
Black,Female,20.0,No,FR,Fall 2021,,,,,No,N,Y,,No
Hispanic,Female,18.0,No,FR,Fall 2021,,,,,No,N,N,,No
Black,Male,20.0,No,FR,Fall 2021,2.0816,,,,No,N,Y,38.0,No
Black,Female,19.0,No,FR,Fall 2021,2.59,,,,No,N,N,36.0,No
Black,Female,19.0,Yes,FR,Fall 2021,3.88,,,,No,N,Y,89.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.06,,,,Yes,N,Y,,Yes
Black,Female,19.0,Yes,FR,Fall 2021,2.793,,,,Yes,N,Y,50.0,Yes
White,Male,19.0,Yes,FR,Fall 2021,,,,,Yes,N,Y,76.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.265,,,,No,N,N,,No
Black,Female,18.0,Yes,FR,Fall 2021,3.545,,,,No,N,Y,75.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2021,2.927,,,,No,N,Y,21.0,No
Hispanic,Male,18.0,No,FR,Fall 2021,2.479,,,14.0,No,N,Y,22.0,No
Black,Female,20.0,No,FR,Fall 2021,3.0,,900.0,,No,N,Y,,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.694,,1110.0,,No,N,Y,99.0,No
White,Female,18.0,Yes,FR,Fall 2021,3.733,,1040.0,,Yes,N,Y,,No
White,Male,18.0,Yes,FR,Fall 2021,3.175,,,,No,N,N,38.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.3,,,,No,N,Y,76.0,No
White,Male,19.0,Yes,FR,Fall 2021,3.72,,,,No,N,Y,84.0,No
White,Female,18.0,No,FR,Fall 2021,,,,,No,N,N,,No
Hispanic,Male,19.0,No,FR,Fall 2021,2.511,,,,No,N,N,16.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2021,3.279,,,,No,N,N,42.0,No
Black,Female,17.0,No,FR,Fall 2021,3.26,,,,No,N,Y,69.0,No
Black,Female,19.0,No,FR,Fall 2021,,,,,No,N,Y,,No
Black,Female,18.0,Yes,FR,Fall 2021,2.848,,,,No,N,Y,34.0,No
Unknown,Male,20.0,No,FR,Fall 2021,2.54,,830.0,,No,N,N,16.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.553,,1060.0,,No,N,Y,,No
Black,Male,19.0,Yes,FR,Fall 2021,3.55,,,,Yes,N,Y,67.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,3.236,,,15.0,No,N,Y,40.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.46,,,,No,N,N,67.0,No
Black,Female,19.0,Yes,FR,Fall 2021,3.047,,,,No,N,Y,,No
Unknown,Male,19.0,Yes,FR,Fall 2021,3.0,,960.0,,Yes,N,Y,56.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.644,,,,No,N,Y,80.0,No
Hispanic,Female,18.0,No,FR,Fall 2021,,,760.0,,No,N,Y,,No
Hispanic,Male,18.0,Yes,FR,Fall 2021,3.172,,820.0,,Yes,N,Y,52.0,Yes
Hispanic,Female,20.0,No,FR,Fall 2021,2.26,,,,No,N,Y,6.0,No
Black,Female,19.0,Yes,FR,Fall 2021,2.825,,,,Yes,N,Y,47.0,Yes
Hispanic,Female,19.0,Yes,FR,Fall 2021,2.946,,,,No,N,N,38.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.264,,,,No,N,N,46.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,3.54,,,,Yes,N,Y,83.0,Yes
Black,Female,18.0,Yes,FR,Fall 2021,3.72,,,19.0,No,N,Y,90.0,No
White,Female,19.0,Yes,FR,Fall 2021,3.468,,1100.0,,Yes,N,Y,,No
Unknown,Female,18.0,Yes,FR,Fall 2021,3.757,,1010.0,,No,N,Y,88.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.818,,,17.0,Yes,N,Y,83.0,Yes
Black,Female,19.0,Yes,FR,Fall 2021,3.083,,,,No,N,N,52.0,No
Hispanic,Female,20.0,Yes,FR,Fall 2021,3.56,,,12.0,No,N,N,43.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.3,,,,No,N,Y,82.0,No
Black,Female,19.0,Yes,FR,Fall 2021,3.66,,,,No,N,Y,83.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.378,,,,No,N,N,64.0,No
Hispanic,Male,18.0,No,FR,Fall 2021,,,,,No,N,N,,No
Hispanic,Female,18.0,No,FR,Fall 2021,,,,,No,N,N,,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.684,,,,No,N,Y,70.0,No
Unknown,Male,19.0,Yes,FR,Fall 2021,3.69,,1100.0,,No,N,Y,81.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2021,2.96,,,,No,N,Y,71.0,No
Black,Male,19.0,Yes,FR,Fall 2021,2.955,,,,Yes,N,Y,,Yes
Black,Male,19.0,Yes,FR,Fall 2021,3.91,,,,No,N,Y,81.0,No
Black,Female,18.0,Yes,FR,Fall 2021,2.974,,,,No,N,N,31.0,No
Black,Female,18.0,No,FR,Fall 2021,,,,,No,N,Y,,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.563,,,,No,N,Y,87.0,No
Black,Female,19.0,No,FR,Fall 2021,3.491,,870.0,,No,N,Y,62.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.61,,,,No,N,Y,79.0,No
Black,Male,18.0,Yes,FR,Fall 2021,3.978,,,21.0,No,N,Y,77.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,3.868,,,25.0,No,N,Y,86.0,No
Unknown,Male,17.0,Yes,FR,Fall 2021,3.04,,1010.0,,No,N,N,74.0,No
Black,Female,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
Black,Male,19.0,Yes,FR,Fall 2021,2.976,,,,No,N,Y,27.0,No
White,Female,18.0,No,FR,Fall 2021,3.429,,,,No,N,N,29.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.95,,,,No,N,Y,97.0,No
Hispanic,Female,18.0,No,FR,Fall 2021,2.81,,,,No,N,Y,45.0,No
Black,Female,19.0,Yes,FR,Fall 2021,2.7833,,,16.0,No,N,Y,61.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2021,3.925,,,,No,N,Y,64.0,No
Hispanic,Female,19.0,No,FR,Fall 2021,3.533,,,,No,N,Y,94.0,No
Black,Female,18.0,No,FR,Fall 2021,,,,,No,N,N,,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,2.878,,,,No,N,Y,76.0,No
Black,Male,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
Hispanic,Male,19.0,No,FR,Fall 2021,,,,,No,N,Y,,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.22,,,,No,N,Y,63.0,No
Hispanic,Male,19.0,No,FR,Fall 2021,,,,,No,N,N,90.0,No
Hispanic,Male,18.0,No,FR,Fall 2021,2.898,,,,No,N,Y,64.0,No
White,Female,19.0,No,FR,Fall 2021,3.76,,,,No,N,Y,80.0,No
Black,Male,19.0,Yes,FR,Fall 2021,3.362,,,,Yes,N,Y,89.0,Yes
Hispanic,Male,18.0,Yes,FR,Fall 2021,2.75,,,,No,N,N,51.0,No
Hispanic,Female,18.0,No,FR,Fall 2021,,,,,No,N,N,,No
Black,Female,18.0,No,FR,Fall 2021,2.64,,800.0,,No,N,N,34.0,No
Hispanic,Female,18.0,No,FR,Fall 2021,,,840.0,,No,N,N,,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,2.787,,870.0,,No,N,Y,40.0,No
Black,Male,18.0,Yes,FR,Fall 2021,3.48,,,21.0,No,N,Y,31.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.464,,,,No,N,Y,79.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.51,,,,No,N,Y,94.0,No
White,Female,19.0,Yes,FR,Fall 2021,4.0,,,,No,N,Y,100.0,No
White,Female,19.0,Yes,FR,Fall 2021,3.524,,,,No,N,N,61.0,No
Unknown,Female,19.0,No,FR,Fall 2021,2.32,,800.0,,No,N,N,17.0,No
White,Male,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
Black,Female,19.0,Yes,FR,Fall 2021,3.478,,,,No,N,Y,69.0,No
White,Female,18.0,Yes,FR,Fall 2021,3.261,,,23.0,No,N,Y,53.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.85,,940.0,,Yes,N,Y,83.0,Yes
White,Male,18.0,No,FR,Fall 2021,,,,,No,N,N,,No
White,Female,18.0,Yes,FR,Fall 2021,3.797,,1020.0,,No,N,Y,86.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.27,,,14.0,No,N,Y,58.0,No
Black,Male,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
Hispanic,Male,18.0,Yes,FR,Fall 2021,3.058,,,,No,N,N,48.0,No
Unknown,Male,19.0,No,FR,Fall 2021,,,1150.0,,No,N,N,,No
Black,Female,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
Black,Female,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
Black,Female,19.0,Yes,FR,Fall 2021,3.325,,,,Yes,N,Y,65.0,No
White,Female,18.0,Yes,FR,Fall 2021,3.765,,,,Yes,N,Y,,Yes
White,Male,19.0,No,FR,Fall 2021,3.9,,,,No,N,Y,69.0,No
Black,Male,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
Black,Female,20.0,Yes,FR,Fall 2021,3.537,,,,No,N,N,,No
Hispanic,Female,19.0,No,FR,Fall 2021,3.763,,,,No,N,N,84.0,No
Black,Female,18.0,No,FR,Fall 2021,2.654,,,,No,N,N,35.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.447,,,,No,N,Y,65.0,No
Asian,Male,19.0,Yes,FR,Fall 2021,3.74,,980.0,,Yes,N,Y,86.0,No
Black,Male,19.0,Yes,FR,Fall 2021,3.463,,960.0,,Yes,N,Y,75.0,Yes
Black,Female,18.0,Yes,FR,Fall 2021,2.824,,920.0,,No,N,Y,31.0,No
Black,Female,18.0,Yes,FR,Fall 2021,2.9167,,880.0,,No,N,N,60.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,2.69,,1010.0,,No,N,N,26.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.396,,1180.0,,No,N,Y,84.0,No
Black,Female,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
White,Female,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
Black,Female,19.0,No,FR,Fall 2021,3.22,,,,No,N,Y,56.0,No
Hispanic,Female,19.0,No,FR,Fall 2021,,,1180.0,,No,N,N,,No
White,Female,18.0,Yes,FR,Fall 2021,3.625,,,,No,N,Y,59.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.122,,,,No,N,Y,59.0,No
Unknown,Female,18.0,Yes,FR,Fall 2021,3.852,,980.0,,Yes,N,Y,85.0,Yes
Black,Female,19.0,Yes,FR,Fall 2021,2.625,,,,No,N,N,73.0,No
Indian,Male,18.0,Yes,FR,Fall 2021,3.244,,1100.0,,No,N,Y,38.0,No
Asian,Male,18.0,Yes,FR,Fall 2021,2.875,,,,Yes,N,N,25.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,3.927,,,,No,N,Y,91.0,No
Hispanic,Female,18.0,No,FR,Fall 2021,,,,,No,N,N,,No
Black,Female,25.0,No,FR,Fall 2021,2.538,,,,No,N,N,39.0,No
Black,Male,18.0,No,FR,Fall 2021,,,,,No,N,N,,No
Black,Female,19.0,Yes,FR,Fall 2021,3.28,,,,No,N,N,66.0,No
Unknown,Female,19.0,Yes,FR,Fall 2021,3.677,,940.0,,No,N,Y,63.0,No
White,Female,19.0,Yes,FR,Fall 2021,3.8,,,22.0,No,N,Y,84.0,No
Asian,Male,18.0,Yes,FR,Fall 2021,3.523,,,21.0,No,N,Y,67.0,No
Hispanic,Female,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
Black,Male,20.0,No,FR,Fall 2021,,,,,No,N,N,,No
Hispanic,Female,20.0,Yes,FR,Fall 2021,,,,,No,N,Y,89.0,No
Unknown,Male,18.0,Yes,FR,Fall 2021,2.825,,890.0,,No,N,Y,26.0,No
Unknown,Male,19.0,Yes,FR,Fall 2021,3.265,,650.0,,No,N,Y,66.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2021,2.81,,,,No,N,N,32.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.55,,,,No,N,Y,79.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.381,,,,No,N,Y,69.0,No
Black,Female,19.0,Yes,FR,Fall 2021,3.36,,,,No,N,Y,75.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.43,,,,No,N,Y,68.0,No
Black,Female,19.0,Yes,FR,Fall 2021,3.5,,,,No,N,Y,96.0,No
Unknown,Male,18.0,Yes,FR,Fall 2021,2.905,,1040.0,,Yes,N,Y,24.0,Yes
Hispanic,Male,18.0,Yes,FR,Fall 2021,3.229,,,,Yes,N,Y,78.0,Yes
Black,Female,19.0,Yes,FR,Fall 2021,3.674,,860.0,,No,N,Y,53.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.175,,860.0,,Yes,N,Y,75.0,Yes
Black,Male,19.0,Yes,FR,Fall 2021,2.845,,,,No,N,N,26.0,No
Hispanic,Female,18.0,No,FR,Fall 2021,3.653,,,,No,N,Y,88.0,No
Black,Female,20.0,Yes,FR,Fall 2021,2.804,,,,Yes,N,Y,51.0,Yes
Black,Male,19.0,Yes,FR,Fall 2021,2.765,,,,Yes,N,Y,46.0,Yes
Black,Female,19.0,Yes,FR,Fall 2021,2.821,,,,No,N,N,64.0,No
Black,Female,19.0,Yes,FR,Fall 2021,2.913,,,16.0,No,N,Y,37.0,No
Hispanic,Female,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.47,,,,No,N,Y,69.0,No
Black,Male,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
White,Male,19.0,Yes,FR,Fall 2021,3.41,,,,No,N,N,54.0,No
White,Female,19.0,No,FR,Fall 2021,,,,,No,N,Y,,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,,,,,No,N,Y,59.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.48,,,,Yes,N,Y,59.0,No
Unknown,Male,18.0,No,FR,Fall 2021,,,870.0,,No,N,N,,No
Black,Female,19.0,No,FR,Fall 2021,2.6,,,,No,N,N,6.0,No
Black,Female,18.0,No,FR,Fall 2021,,,,,No,N,N,,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.45,,,,No,N,N,77.0,No
Black,Male,19.0,Yes,FR,Fall 2021,2.96,,,19.0,No,N,Y,74.0,No
Black,Male,20.0,Yes,FR,Fall 2021,3.2,,,,No,N,Y,43.0,No
Hispanic,Female,18.0,No,FR,Fall 2021,,,,,No,N,N,,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,3.44,,1030.0,,Yes,N,Y,93.0,Yes
Black,Female,19.0,Yes,FR,Fall 2021,3.64,,1130.0,,No,N,Y,88.0,No
Black,Female,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
Hispanic,Male,18.0,Yes,FR,Fall 2021,3.286,,,,No,N,Y,71.0,No
Black,Female,18.0,Yes,FR,Fall 2021,,,,,Yes,N,Y,66.0,Yes
White,Female,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.353,,,,No,N,N,80.0,No
Black,Female,18.0,No,FR,Fall 2021,2.938,,,,No,N,Y,65.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,3.082,,,,Yes,N,Y,53.0,Yes
Hispanic,Male,18.0,No,FR,Fall 2021,2.614,,,,No,N,N,,No
Black,Female,19.0,Yes,FR,Fall 2021,3.175,,,,Yes,N,Y,68.0,Yes
Black,Male,19.0,Yes,FR,Fall 2021,2.92,,,,No,N,Y,55.0,No
Hispanic,Male,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
Hispanic,Female,18.0,No,FR,Fall 2021,,,,16.0,No,N,N,,No
Unknown,Male,18.0,Yes,FR,Fall 2021,3.125,,1100.0,,No,N,Y,82.0,No
Unknown,Female,19.0,Yes,FR,Fall 2021,3.114,,750.0,,No,N,N,34.0,No
White,Male,18.0,Yes,FR,Fall 2021,3.146,,,,Yes,N,Y,35.0,Yes
Hispanic,Female,18.0,Yes,FR,Fall 2021,,,1060.0,,Yes,N,Y,83.0,Yes
White,Female,19.0,No,FR,Fall 2021,2.68,,,,No,N,N,38.0,No
Black,Male,19.0,Yes,FR,Fall 2021,2.984,,,,No,N,N,17.0,No
Black,Female,19.0,Yes,FR,Fall 2021,2.813,,,,No,N,Y,14.0,No
Black,Female,19.0,Yes,FR,Fall 2021,3.44,,,,No,N,N,57.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,2.881,,,,No,N,Y,45.0,No
White,Male,19.0,Yes,FR,Fall 2021,3.024,,980.0,,Yes,N,N,33.0,Yes
Hispanic,Female,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
Black,Female,18.0,Yes,FR,Fall 2021,3.791,,,,No,N,Y,91.0,No
White,Female,18.0,Yes,FR,Fall 2021,3.317,,,,No,N,Y,42.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.341,,,,No,N,Y,70.0,No
Black,Male,18.0,Yes,FR,Fall 2021,3.136,,,,No,N,Y,54.0,No
Black,Female,19.0,No,FR,Fall 2021,2.595,,730.0,,No,N,N,20.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.515,,,,No,N,Y,75.0,No
Black,Female,19.0,Yes,FR,Fall 2021,3.33,,,,No,N,Y,30.0,No
Black,Male,18.0,Yes,FR,Fall 2021,3.604,,1130.0,,Yes,N,Y,90.0,Yes
Hispanic,Female,18.0,Yes,FR,Fall 2021,2.795,,,,No,N,Y,73.0,No
Black,Female,19.0,Yes,FR,Fall 2021,2.837,,,,No,N,Y,50.0,No
Black,Male,19.0,Yes,FR,Fall 2021,2.8333,,,,No,N,N,52.0,No
Black,Male,19.0,Yes,FR,Fall 2021,2.9524,,,,No,N,N,62.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.091,,,,No,N,Y,64.0,No
Black,Female,19.0,Yes,FR,Fall 2021,2.77,,,,No,N,Y,50.0,No
Multi-race,Female,19.0,Yes,FR,Fall 2021,3.86,,,,No,N,N,67.0,No
Black,Female,19.0,Yes,FR,Fall 2021,3.23,,,,No,N,Y,72.0,No
Black,Female,20.0,No,FR,Fall 2021,2.15,,,,No,N,N,21.0,No
White,Male,19.0,No,FR,Fall 2021,3.493,,,,Yes,N,Y,85.0,No
Unknown,Female,18.0,No,FR,Fall 2021,3.568,,1230.0,,No,N,Y,88.0,No
White,Male,18.0,No,FR,Fall 2021,,,,,No,N,N,,No
Black,Male,19.0,No,FR,Fall 2021,3.396,,1050.0,,Yes,N,Y,33.0,Yes
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.535,,,,No,N,N,63.0,No
Black,Male,19.0,No,FR,Fall 2021,,,,,No,N,Y,,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,2.872,,,,No,N,N,34.0,No
Black,Male,20.0,No,FR,Fall 2021,,,,,No,N,N,,No
Black,Female,18.0,Yes,FR,Fall 2021,3.54,,,,Yes,N,Y,41.0,Yes
Black,Female,18.0,Yes,FR,Fall 2021,,,,,No,N,Y,80.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.064,,,,No,N,Y,68.0,No
Unknown,Female,18.0,Yes,FR,Fall 2021,3.308,,1040.0,,No,N,Y,50.0,No
Black,Male,19.0,Yes,FR,Fall 2021,3.0,,,,No,N,N,22.0,No
Black,Female,18.0,No,FR,Fall 2021,3.1,,,,No,N,N,63.0,No
Hispanic,Male,18.0,No,FR,Fall 2021,3.08,,,,No,N,N,51.0,No
White,Female,18.0,No,FR,Fall 2021,3.977,,,,No,N,N,93.0,No
White,Male,19.0,Yes,FR,Fall 2021,3.8,,1060.0,,Yes,N,Y,89.0,No
White,Male,18.0,Yes,FR,Fall 2021,2.806,,,,No,N,N,16.0,No
Unknown,Female,19.0,Yes,FR,Fall 2021,2.794,,850.0,,No,N,Y,35.0,No
Black,Male,18.0,No,FR,Fall 2021,,,,,No,N,N,,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.526,,,,No,N,Y,54.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,3.417,,,,Yes,N,Y,87.0,Yes
Black,Male,18.0,Yes,FR,Fall 2021,3.048,,,,No,N,N,77.0,No
Black,Male,19.0,Yes,FR,Fall 2021,3.151,,,,No,N,Y,54.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.08,,,,No,N,N,45.0,No
Hispanic,Female,19.0,No,FR,Fall 2021,3.61,,,,No,N,N,95.0,No
Hispanic,Male,18.0,No,FR,Fall 2021,3.47,,800.0,,No,N,N,80.0,No
Black,Male,18.0,Yes,FR,Fall 2021,3.17,,910.0,,Yes,N,Y,63.0,Yes
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.4,,1030.0,,No,N,N,81.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,3.434,,,,No,N,Y,74.0,No
Black,Male,19.0,No,FR,Fall 2021,2.1346,,,,No,N,N,35.0,No
Unknown,Female,18.0,Yes,FR,Fall 2021,3.138,,900.0,,No,N,Y,66.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,3.61,,,,No,N,N,69.0,No
Hispanic,Male,20.0,No,FR,Fall 2021,2.3,,830.0,,No,N,Y,47.0,No
Multi-race,Female,19.0,No,FR,Fall 2021,3.442,,,,No,N,Y,,No
White,Male,18.0,Yes,FR,Fall 2021,2.55,,,,No,N,N,6.0,No
Black,Male,18.0,Yes,FR,Fall 2021,3.031,,,,No,N,Y,30.0,No
Black,Male,19.0,Yes,FR,Fall 2021,3.0,,,,No,N,Y,37.0,No
Hispanic,Female,18.0,No,FR,Fall 2021,,,,,No,N,Y,,No
Hispanic,Female,19.0,No,FR,Fall 2021,3.47,,810.0,,No,N,Y,73.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,,,,,Yes,N,Y,54.0,Yes
Black,Male,19.0,Yes,FR,Fall 2021,2.88,,,,No,N,Y,34.0,No
Black,Female,19.0,Yes,FR,Fall 2021,3.326,,,12.0,No,N,Y,61.0,No
Black,Male,18.0,Yes,FR,Fall 2021,3.452,,,,No,N,Y,59.0,No
Unknown,Male,19.0,No,FR,Fall 2021,,,880.0,,No,N,N,,No
White,Male,19.0,Yes,FR,Fall 2021,3.484,,,,No,N,N,53.0,No
White,Female,19.0,Yes,FR,Fall 2021,3.714,,,,No,N,Y,57.0,No
Black,Female,18.0,No,FR,Fall 2021,,,,,No,N,N,,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,2.837,,,,No,N,Y,48.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.75,,,,Yes,N,Y,,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.51,,,,No,N,Y,,No
Black,Female,19.0,No,FR,Fall 2021,,,,15.0,No,N,N,,No
Black,Female,19.0,Yes,FR,Fall 2021,2.833,,,,Yes,N,Y,73.0,Yes
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.25,,1130.0,22.0,No,N,Y,56.0,No
Hispanic,Male,18.0,Yes,FR,Fall 2021,2.846,,,,No,N,Y,46.0,No
Unknown,Female,19.0,Yes,FR,Fall 2021,3.92,,1020.0,,No,N,Y,56.0,No
Black,Female,19.0,Yes,FR,Fall 2021,2.755,,850.0,,Yes,N,Y,20.0,Yes
White,Female,18.0,Yes,FR,Fall 2021,4.0,,,24.0,No,N,Y,99.0,No
Hispanic,Female,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
Unknown,Male,18.0,Yes,FR,Fall 2021,3.457,,940.0,,No,N,Y,58.0,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,3.02,,,,No,N,N,67.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,2.617,,1040.0,,No,N,N,33.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,3.18,,920.0,,Yes,N,Y,84.0,No
Black,Male,18.0,No,FR,Fall 2021,2.49,,,,No,N,N,28.0,No
Asian,Female,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
White,Female,19.0,Yes,FR,Fall 2021,4.0,,,27.0,No,N,Y,99.0,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.32,,,,No,N,N,68.0,No
White,Female,18.0,Yes,FR,Fall 2021,3.283,,,,No,N,N,55.0,No
Black,Male,18.0,No,FR,Fall 2021,,,,,No,N,Y,,No
Unknown,Female,18.0,Yes,FR,Fall 2021,3.476,,990.0,,No,N,Y,88.0,No
Black,Male,18.0,Yes,FR,Fall 2021,2.93,,,,No,N,Y,73.0,No
Black,Female,19.0,No,FR,Fall 2021,,,,,No,N,N,,No
Hispanic,Female,19.0,Yes,FR,Fall 2021,3.19,,,,No,N,N,61.0,No
Hispanic,Male,18.0,No,FR,Fall 2021,,,,20.0,No,N,Y,,No
White,Female,20.0,Yes,FR,Fall 2021,3.271,,,,No,N,Y,25.0,No
Black,Male,19.0,No,FR,Fall 2021,,,,,No,N,Y,,No
Black,Female,18.0,Yes,FR,Fall 2021,3.392,,860.0,,No,N,Y,64.0,No
Black,Female,18.0,Yes,FR,Fall 2021,,,,,Yes,N,Y,22.0,Yes
Unknown,Male,18.0,Yes,FR,Fall 2021,2.97,,940.0,,No,N,Y,60.0,No
Black,Female,18.0,Yes,FR,Fall 2021,3.54,,,19.0,No,N,Y,88.0,No
Hispanic,Male,19.0,Yes,FR,Fall 2021,3.1,,,,No,N,N,75.0,No
Hispanic,Female,18.0,No,FR,Fall 2021,3.104,,,,No,N,Y,63.0,No
Unknown,Male,19.0,No,FR,Fall 2021,2.667,,870.0,,No,N,N,17.0,No
Unknown,Male,19.0,No,FR,Fall 2021,2.667,,870.0,,No,N,N,17.0,No
Black,Male,18.0,No,FR,Fall 2021,,,,,No,N,N,,No
Hispanic,Male,18.0,No,FR,Fall 2021,,,900.0,,No,N,N,,No
Hispanic,Female,18.0,Yes,FR,Fall 2021,2.632,,,,Yes,N,Y,56.0,Yes
Unknown,Female,18.0,No,FR,Fall 2021,3.792,,1110.0,,No,N,N,75.0,No
Black,Male,18.0,Yes,FR,Fall 2021,2.936,,,,Yes,N,Y,48.0,Yes
Hispanic,Male,18.0,Yes,FR,Fall 2021,3.479,,1080.0,,No,N,Y,85.0,No
